active_mode,assessment_status,attempted_capture,backlash,biosphere,boundary_uncertainty,budget_exhausted,case_comparator,cohort,command_audit,command_policy,command_support,controller,cooperation_rate,curtailment_factor,defective_rate,effective_audit,effective_capture,effective_mode,effective_policy,effective_support,environment_seed,episode,estimated_cr,estimated_response_steps,evidence_status,execution_semantics,institution,irreversible,justice,master_seed,nominal_cost,normal_release_streak,observed_at_step,observed_pressure,observed_trend,pending_due_step,pending_effect_count,pending_mode,pending_transition_count,perceived_improvement,performative_gap,phase,precaution_release_streak,pressure,pressure_before,projected_boundary_margin,projected_braking_steps_met,projected_final_budget,projected_max_pressure,projected_next_pressure_upper,projected_total_cost,projection_mode,projection_passes,projection_reasons,public_forecast_checked,public_forecast_miss,public_forecast_overshoot,reason,release_streak,remaining_budget,requested_mode,response_status,scenario,selected_plan_mode,step_cost,t,trigger,true_boundary,trust,unknown_streak
2,no_candidate_plan_within_declared_model,0.18088065,0.0,0.826212557,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.876322805,1.0,0.123677195,0.96,0.036253992,2,0.91,0.82,9739973216299283601,0,205.27904865,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.69254136,0,0.92932523,401,0.0984,0,42,0.090919205,-0.024680372,,4,,0,0.093072513,-0.052366237,evaluation,0,0.103291385,0.122552994,0.191228152,0,0.0,0.622667724,0.132438834,0.7206,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,0.6222,2,available,closer_hidden_boundary,,0.0984,42,sustained_reserve,0.759763605,1.0,0
2,no_candidate_plan_within_declared_model,0.062106679,0.0,0.830581415,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.9491233,1.0,0.0508767,0.96,0.012431762,2,0.91,0.82,9739973216299283601,0,188.534605735,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.698297253,0,0.937719042,401,0.0984,0,43,0.149524755,0.000305405,,4,,0,0.0,0.12590455,evaluation,0,0.075505733,0.103291385,-0.494336036,0,0.0,1.308231912,0.21603016,0.6222,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.017085922,loss_limiting_emergency_request_no_candidate_within_declared_model,2,0.5238,2,available,closer_hidden_boundary,,0.0984,43,sustained_reserve,0.759763605,1.0,0
2,no_candidate_plan_within_declared_model,0.183346052,0.0,0.833778323,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.848470736,1.0,0.151529264,0.96,0.036649496,2,0.91,0.82,9739973216299283601,0,202.836249984,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.702957076,0,0.945525922,401,0.0984,0,44,0.099469001,-0.014802943,,4,,0,0.050055755,0.037445206,evaluation,0,0.064741023,0.075505733,-0.108979931,0,0.0,0.922875807,0.150866057,0.5238,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.4254,2,available,closer_hidden_boundary,,0.0984,44,sustained_reserve,0.759763605,1.0,0
2,no_candidate_plan_within_declared_model,0.126184715,0.0,0.83634933,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.894432653,1.0,0.105567347,0.96,0.025191139,2,0.91,0.82,9739973216299283601,0,210.960497775,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.707574015,0,0.952557732,401,0.0984,0,45,0.071034133,-0.01889252,,4,,0,0.028434867,0.075837016,evaluation,0,0.05360023,0.064741023,-0.009695209,0,0.0,0.823591085,0.118341613,0.4254,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,0.327,2,available,closer_hidden_boundary,,0.0984,45,sustained_reserve,0.759763605,1.0,0
2,no_candidate_plan_within_declared_model,0,0.0,0.843284627,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,1.0,1.0,0.0,0.96,0.0,2,0.91,0.82,9739973216299283601,0,216.975742061,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.714597103,0,0.962573858,401,0.0984,0,46,0.049980778,-0.019540771,,4,,0,0.021053355,0.07789329,evaluation,0,0.041267846,0.05360023,-0.000383845,0,0.0,0.81427972,0.096640008,0.327,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,2,0.2286,2,available,closer_hidden_boundary,,0.0984,46,sustained_reserve,0.759763605,1.0,0
2,no_candidate_plan_within_declared_model,0.099098616,0.0,0.847021028,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,0.909513996,1.0,0.090486004,0.96,0.019728693,2,0.91,0.82,9739973216299283601,0,218.513392858,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.719753258,0,0.970285536,401,0.0984,0,47,0.044599,-0.015293073,,4,,0,0.005381778,0.119310556,evaluation,0,0.02354051,0.041267846,-0.124246816,0,0.0,0.938142691,0.095505928,0.2286,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.1302,2,available,closer_hidden_boundary,,0.0984,47,sustained_reserve,0.759763605,1.0,0
2,no_candidate_plan_within_declared_model,0,0.0,0.853447082,0.24,0,,primary,0.96,0.91,0.82,sustained_reserve,1.0,1.0,0.0,0.96,0.0,2,0.91,0.82,9739973216299283601,0,225.540239569,7.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.726432338,0,0.979656648,401,0.0984,0,48,0.020005037,-0.01808334,,4,,0,0.024593963,0.070812073,evaluation,0,0.0,0.02354051,-0.05998644,0,0.0,0.873882315,0.068121697,0.1302,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,1,0.0318,2,available,closer_hidden_boundary,,0.0984,48,sustained_reserve,0.759763605,1.0,0
2,no_candidate_plan_within_declared_model,0.407800315,0.027294617,0.854490203,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.343710895,0.323170732,0.656289105,0.310243902,0.104068686,2,0.294085366,0.265,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.722266437,0,0.97924917,401,0.0984,0,49,0.0,-0.018659849,,4,,0,0.020005037,0.327898342,evaluation,0,0.000833386,0.0,-0.053445185,0,0.0,0.86734106,0.06601759,0.0318,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0318,49,sustained_reserve,0.759763605,0.999385588,0
2,no_candidate_plan_within_declared_model,0.307030536,0.0,0.851614998,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.13078738,0.0,0.86921262,0.0,0.08815157,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.715717744,0,0.97793956,401,0.0984,0,50,0.0,-0.013061894,,4,,0,0.0,0.590532847,evaluation,0,0.02477195,0.000833386,0.542478902,0,0.0,0.271416974,0.049642374,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,50,sustained_reserve,0.759763605,0.990662141,0
2,no_candidate_plan_within_declared_model,0.231331057,0.0,0.848856456,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.423752766,0.0,0.576247234,0.0,0.066437969,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.709568456,0,0.976062445,401,0.0984,0,51,0.0143241,-0.004846096,,4,,0,0.0,0.436787164,evaluation,0,0.03268537,0.02477195,0.683878078,0,0.0,0.130017797,0.057478004,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,51,sustained_reserve,0.759763605,0.983593489,0
2,no_candidate_plan_within_declared_model,0.221121466,0.0,0.847093163,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.451661432,0.0,0.548338568,0.0,0.063533874,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.703883219,0,0.974879368,401,0.0984,0,52,0.025287468,-0.000103257,,4,,0,0.0,0.437950564,evaluation,0,0.039402859,0.03268537,0.559086574,0,0.0,0.254809302,0.073184211,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,52,sustained_reserve,0.759763605,0.976998737,0
2,no_candidate_plan_within_declared_model,0.316514105,0.0,0.843422271,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.105313802,0.0,0.894686198,0.0,0.090967985,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.697091063,0,0.973284009,401,0.0984,0,53,0.00329833,-0.006669021,,4,,0,0.021989138,0.545310886,evaluation,0,0.059983172,0.039402859,0.738654057,0,0.0,0.075241818,0.044629308,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,53,sustained_reserve,0.759763605,0.968603045,0
2,no_candidate_plan_within_declared_model,0.23039804,0.0,0.84115077,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.276171387,0.0,0.723828613,0.0,0.066242636,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.691612791,0,0.97265321,401,0.0984,0,54,0.013571422,-0.001586387,,4,,0,0.0,0.499450484,evaluation,0,0.073233347,0.059983172,0.606397743,0,0.0,0.207498132,0.059985035,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,54,sustained_reserve,0.759763605,0.961615004,0
2,no_candidate_plan_within_declared_model,0.199492219,0.0,0.839651642,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.450363072,0.0,0.549636928,0.0,0.057365314,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.686472596,0,0.972118116,401,0.0984,0,55,0.104452165,0.026153752,,4,,0,0.0,0.447444706,evaluation,0,0.088348793,0.073233347,-0.150246336,0,0.0,0.964142212,0.178605917,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.04446713,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,55,sustained_reserve,0.759763605,0.955391772,0
2,no_candidate_plan_within_declared_model,0.219530227,0.0,0.839296475,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.417763327,0.0,0.582236673,0.0,0.063135343,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.681691865,0,0.972606825,401,0.0984,0,56,0.08666438,0.012971291,,4,,0,0.017787786,0.426244332,evaluation,0,0.107732193,0.088348793,0.183920519,0,0.0,0.629975356,0.147635671,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,56,sustained_reserve,0.759763605,0.950055473,0
2,no_candidate_plan_within_declared_model,0.148052752,0.0,0.83675309,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.622995964,0.0,0.377004036,0.0,0.042574019,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.676540282,0,0.971153656,401,0.0984,0,57,0.106611079,0.015063913,,4,,0,0.0,0.32267579,evaluation,0,0.121143216,0.107732193,0.113750878,0,0.0,0.700144998,0.169674992,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,57,sustained_reserve,0.759763605,0.944845609,0
2,no_candidate_plan_within_declared_model,0.291943239,0.0,0.832366793,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.192024339,0.0,0.807975661,0.0,0.083979914,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.669878253,0,0.969378635,401,0.0984,0,58,0.066082749,-0.00161376,,4,,0,0.04052833,0.464100654,evaluation,0,0.148828212,0.121143216,0.554543357,0,0.0,0.259352518,0.11246899,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,58,sustained_reserve,0.759763605,0.937365228,0
2,no_candidate_plan_within_declared_model,0.240336854,0.0,0.828024221,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.26815845,0.0,0.73184155,0.0,0.069163864,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.663758274,0,0.967721733,401,0.0984,0,59,0.100946996,0.009329642,,4,,0,0.0,0.486944542,evaluation,0,0.166056677,0.148828212,0.257037464,0,0.0,0.556858412,0.158276639,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,59,sustained_reserve,0.759763605,0.929817872,0
2,no_candidate_plan_within_declared_model,0.180618704,0.0,0.828066033,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.498838051,0.0,0.501161949,0.0,0.051998575,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.659693046,0,0.968876845,401,0.0984,0,60,0.133583175,0.016321603,,4,,0,0.0,0.407458069,evaluation,0,0.186203181,0.166056677,0.05659422,0,0.0,0.757301655,0.197904779,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,60,sustained_reserve,0.759763605,0.925247795,0
2,no_candidate_plan_within_declared_model,0.316724712,0.0,0.823110765,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.104311337,0.0,0.895688663,0.0,0.091157469,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.652881359,0,0.967256353,401,0.0984,0,61,0.185208342,0.026912672,,4,,0,0.0,0.58964966,evaluation,0,0.20730463,0.186203181,-0.249216604,0,0.0,1.06311248,0.260121015,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,61,sustained_reserve,0.759763605,0.91630164,0
2,no_candidate_plan_within_declared_model,0.217143874,0.0,0.817253683,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.327361079,0.0,0.672638921,0.0,0.062520726,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.646488838,0,0.964685696,401,0.0984,0,62,0.172767758,0.015106695,,4,,0,0.012440584,0.437679234,evaluation,0,0.212327661,0.20730463,0.046567428,0,0.0,0.767328448,0.235874453,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,62,sustained_reserve,0.759763605,0.908793871,0
2,no_candidate_plan_within_declared_model,0.307030536,0.0,0.81113009,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.13078738,0.0,0.86921262,0.0,0.088454854,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.639340714,0,0.962270538,401,0.0984,0,63,0.165086794,0.008270398,,4,,0,0.007680964,0.575170919,evaluation,0,0.234467443,0.212327661,0.218319538,0,0.0,0.595576337,0.221357192,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,63,sustained_reserve,0.759763605,0.899515107,0
2,no_candidate_plan_within_declared_model,0.175447907,0.0,0.808254588,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.547979497,0.0,0.452020503,0.0,0.05057503,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.634267698,0,0.961449745,401,0.0984,0,64,0.213230525,0.020232398,,4,,0,0.0,0.382825407,evaluation,0,0.250919838,0.234467443,-0.116912195,0,0.0,0.93080807,0.281462923,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,64,sustained_reserve,0.759763605,0.89393569,0
2,no_candidate_plan_within_declared_model,0.295133361,0.0,0.802109935,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.177249149,0.0,0.822750851,0.0,0.085092352,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.627292824,0,0.959155579,401,0.0984,0,65,0.230111303,0.019226912,,4,,0,0.0,0.547662386,evaluation,0,0.268260644,0.250919838,-0.109661309,0,0.0,0.923557185,0.297338215,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,65,sustained_reserve,0.759763605,0.88509683,0
2,no_candidate_plan_within_declared_model,0.207292543,0.0,0.798181478,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.483919685,0.0,0.516080315,0.0,0.05979867,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.621678055,0,0.957878182,401,0.0984,0,66,0.227978889,0.012819114,,4,,0,0.002132414,0.416036859,evaluation,0,0.286339612,0.268260644,0.046258248,0,0.0,0.767637628,0.288798003,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,66,sustained_reserve,0.759763605,0.878734534,0
2,no_candidate_plan_within_declared_model,0.330305427,0.0,0.789989972,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.039612233,0.0,0.960387767,0.0,0.095313585,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.61387852,0,0.95465744,401,0.0984,0,67,0.218565361,0.006149321,,4,,0,0.009413529,0.631928297,evaluation,0,0.31031674,0.286339612,0.215746806,0,0.0,0.598149069,0.272714682,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,67,sustained_reserve,0.759763605,0.868178182,0
2,no_candidate_plan_within_declared_model,0.185206866,0.0,0.787281926,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.519240398,0.0,0.480759602,0.0,0.053484419,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.609098392,0,0.954562193,401,0.0984,0,68,0.311315234,0.032129487,,4,,0,0.0,0.383988107,evaluation,0,0.329684858,0.31031674,-0.500527047,0,0.0,1.314422923,0.391444721,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,1,0.038600553,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,68,sustained_reserve,0.759763605,0.863043295,0
2,no_candidate_plan_within_declared_model,0.254106792,0.0,0.78155514,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.200713747,0.0,0.799286253,0.0,0.073383136,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.602980002,0,0.953164064,401,0.0984,0,69,0.283040002,0.014008071,,4,,0,0.028275232,0.494130889,evaluation,0,0.341646974,0.329684858,-0.037337838,0,0.0,0.851233714,0.345048074,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,69,sustained_reserve,0.759763605,0.855545652,0
2,no_candidate_plan_within_declared_model,0.133294101,0.0,0.779312437,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.682375795,0.0,0.317624205,0.0,0.038506561,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.598750283,0,0.953192802,401,0.0984,0,70,0.32089693,0.021162728,,4,,0,0.0,0.283710556,evaluation,0,0.352044794,0.341646974,-0.246906531,0,0.0,1.060802406,0.390059658,0.0,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,70,sustained_reserve,0.759763605,0.85182656,0
2,no_candidate_plan_within_declared_model,0.342705025,0.0,0.773111519,0.24,1,,primary,0.96,0.91,0.82,sustained_reserve,0.01511935,0.0,0.98488065,0.0,0.099001396,2,0.0,0.0,9739973216299283601,0,,,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.591848284,0,0.951878513,401,0.0984,0,71,0.289444193,0.005378089,,4,,0,0.031452737,0.599479498,evaluation,0,0.372805813,0.352044794,0.163377557,0,0.0,0.650518318,0.342822281,0.0,2,0,final_braking_window_not_met|terminal_budget_reserve_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,0.0,2,insufficient_budget,closer_hidden_boundary,,0.0,71,sustained_reserve,0.759763605,0.842898601,0
0,plan_found_within_declared_model,0.366003815,0.0,0.814812453,0.24,0,,primary,0.12,0.12,0.12,sustained_reserve,0.338816759,1.0,0.661183241,0.0,0.11304788,0,0.0,0.0,14507246535438184655,0,48.727256892,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.632050196,0,0.677572645,503,0.0,0,0,0.211219368,0.009,3,1,1,1,0.0,0.492968418,evaluation,0,0.321549971,0.3,0.380745312,6,2.7852,0.375019368,0.268219368,1.2148,1,1,,0,0,0.0,lowest_passing_constant_mode_with_v03_reserve_floor,0,4.0,1,available,closer_hidden_boundary,1,0.0,0,sustained_reserve,0.696521939,0.691486394,0
0,no_candidate_plan_within_declared_model,0.344702723,0.0,0.810286742,0.24,0,,primary,0.24,0.14,0.18,sustained_reserve,0.403658696,1.0,0.596341304,0.0,0.106534091,0,0.0,0.0,14507246535438184655,0,10.112952271,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.62456166,0,0.675615269,503,0.0,0,1,0.261333461,0.021334228,3,2,1,2,0.0,0.4607398,evaluation,0,0.338198786,0.321549971,0.190809749,0,2.368,0.56495493,0.330667689,1.632,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,closer_hidden_boundary,,0.0,1,sustained_reserve,0.696521939,0.683729304,0
0,no_candidate_plan_within_declared_model,0.36865198,0.0,0.805888065,0.24,0,,primary,0.36,0.14,0.18,sustained_reserve,0.296610249,1.0,0.703389751,0.0,0.113992413,0,0.0,0.0,14507246535438184655,0,0.90969848,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.617028592,0,0.674026557,503,0.0,0,2,0.314645211,0.030927485,3,3,1,2,0.0,0.486325658,evaluation,0,0.353441124,0.338198786,-0.06544016,0,2.2696,0.82120484,0.393572695,1.7304,2,0,pressure_not_strictly_below_declared_boundary|final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,closer_hidden_boundary,,0.0,2,sustained_reserve,0.696521939,0.67584632,0
1,no_candidate_plan_within_declared_model,0.533078972,0.0,0.80152913,0.24,0,,primary,0.48,0.26,0.3,sustained_reserve,0.268110317,1.0,0.731889683,0.0,0.164901995,0,0.0,0.0,14507246535438184655,0,5.015370482,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.607514634,0,0.671810069,503,0.0,0,3,0.322020906,0.023861948,4,4,2,1,0.0,0.52938125,evaluation,0,0.36989085,0.353441124,0.124057032,0,2.1712,0.631707648,0.393882853,1.8288,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,4.0,2,available,closer_hidden_boundary,,0.0,3,sustained_reserve,0.696521939,0.666586936,0
2,no_candidate_plan_within_declared_model,0.7665785,0.00616113,0.793539743,0.24,0,,primary,0.6,0.38,0.42,sustained_reserve,0.076466909,1.0,0.923533091,0.12,0.226001067,0,0.12,0.12,14507246535438184655,0,1.658083572,14.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.594794734,0,0.667060939,503,0.0132,0,4,0.355755639,0.026823783,,4,,0,0.0,0.583410383,evaluation,0,0.401974171,0.36989085,0.046538241,0,2.0728,0.709226439,0.426979422,1.9272,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.9868,2,available,closer_hidden_boundary,,0.0132,4,sustained_reserve,0.696521939,0.656222449,0
2,no_candidate_plan_within_declared_model,0.431592423,0.000149632,0.789099875,0.24,0,,primary,0.72,0.5,0.54,sustained_reserve,0.475490041,1.0,0.524509959,0.24,0.121549652,0,0.14,0.18,14507246535438184655,0,5.682928657,13.0,sufficient_evidence,receding_horizon_first_request_only_reassess_each_observation,0.58784795,0,0.666461434,503,0.0186,0,5,0.366233691,0.021920064,,4,,0,0.0,0.364822996,evaluation,0,0.421005937,0.401974171,0.033449457,0,1.9744,0.722315223,0.437953755,2.0124,2,0,final_braking_window_not_met,1,0,0.0,loss_limiting_emergency_request_no_candidate_within_declared_model,0,3.9682,2,available,closer_hidden_boundary,,0.0186,5,sustained_reserve,0.696521939,0.652785946,0
